relpath	datechange	family	optype	familyoptype	label	example	topic	nodex	nodey	text
TOP/renderTOP/example6	210401	TOP	renderTOP	TOP/renderTOP	Render	6	transparency poly sort	1290	45	To render transparent objects correctly all polygons must be sorted from closest to furthest away from the camera before being passed along to the render pipeline. The polygons that are furthest way must be sent first, while the polygons that are closest to the camera you want to rendered after. With OpenGL there are no fast GPU based ways to do this explicitly. For transparency to work well for complex scenes you have to manually sort the polygons of each geometry set using two sortSOPs.  The first sort SOP sorts the primitives from closest to furthest from the camera. In this example that is "sort1". The second sortTOP is used to reverse that order so the closest polygons are rendered last.The switch1 sop in this example shows 4 different cases.  The first case on input 0 is a sphereSOP that is set to Mesh mode. The mesh topology has only a single primitive. This type of geometry can not be sorted by primitive order.  Input 2 shows the Mesh sphere converted to polygons.  This topology can be sorted as now each quad is treated as a seperate primitve.  The next 2 examples show a polygon sphere and polygon based torus which as well can be sorted correctly.For animating geometry - in this example a rotating sphere, the transform must come before the sort.  Therefore the transform1 SOP has an animating expression in the RY parameter. This kind of setup however only works for a single GEO object.  You must also correctly setup the render order for each geo object.  This is done using te Draw Priority parameter on the geoCOMP render page.  The closet geo, in this case is geoNear.  The object closest to the camera should have the highest draw priority.  The object furthest away should have the lowest draw priority.Also notice the Blending parameter is turned on in the phong1 material.  As well the material has its Alpha parameter set to 0.2. You must manually turn on transparency for the materials in TouchDesigner.The reason this might seem confusing is there are two main factors at play here. Do you want to the geometry to render as fast as possible, or do you require the scene to have transparency.  By default TouchDesigner is configured for fastest rendering speed.With this in mind, if the GPU determines the current pixel will occlude the new one, it won't bother rendering the new one. Therefore if you require transparency you must follow a process like this to ensure the contribution from each polygon is rendered. There is no fast and automatic way for this to occur.
TOP/renderTOP/example7	210401	TOP	renderTOP	TOP/renderTOP	Render	7	transparency shader blend modes	1520	45	In this example there is a bgMat midMat and fgMat materials textured onto 3 quads - The background object is textured with a checkerboard. The mid ground object is textured with a spectrum that has a striped alpha channel.  The forground is a fuzzy circle. To explore the blend modes use each of the fgMat, midMat and bgMat to explore different permutations of the following parameters.Blend OperationSource ColorDestination ColorThe values of these 3 menu items are printed onto the screen as BlendOperation(SourceColor, Destination Color)For more technical information on how the blending system works go here...https://www.khronos.org/opengl/wiki/Blending#:~:text=Blending is the stage of,be combined in various ways.
TOP/renderTOP/example8	210401	TOP	renderTOP	TOP/renderTOP	Render	8	transparency order-independent1	1750	45	This example shows how to create a procedural noise texture on a sphere and addresses transparency as well.A RGB texture and Alpha texture is created and mapped to pbr1. Its important to note that although we are rendering a transparent sphere you must ensure Blending (Transparency) parameter is turned off on the common page. This is because the renderTOP is set to use Order Independent Transparency for the Transparency parameter.=====In porceduralSphereTextures, the render2 TOP directly renders a SOP. The material for this render is applied to the render2 renderTOP using the Override Material found on the Advanced page. The phong1 material is setup to render the sphere world space position using the Color Buffer 1 RGB parameter. You can render a variety of attributes to a color buffer using this method.The render select TOP is used to extract the color buffer 1 from the render TOP. This technique works well in many cases, but there are wrapping issues with that can be worked around in some cases. For a sphere the crop / flip / math trick is used to fill the missing positions to the left side of the texutre.This position map can be used to drive a noise texture's lookup - in this case noise1 second input is used to create coherent 3D noise for the sphere.
TOP/renderTOP/example9	210401	TOP	renderTOP	TOP/renderTOP	Render	9	transparency order-independent2	1990	35	This example fetches a biplane USDZ asset from the Apple Augmented Reality 3D models website. (See https://developer.apple.com/augmented-reality/quick-look/ for other examples.)A biplane 3D asset is used here to explain order independent transparency as there are many seperate objects that intersect at different angles to make polygon and object level ordering difficult.Adjust the Transparency/Peel Layers parameter between 1 and 6 to reveal more back-surfaces.The render TOP has an option for the Transparency parameter found on the main Render page called "Order Independent Transparency". Then using the Transparency / Peel Layers you can adjust the number of layers required to make the transparency look good.  This method isn't perfect but it can do a very good job in many cases.NOTE: Remember that all materials need to have their Blending (Transparency) parameter disabled for this RenderTOP option to work. The material for this asset happens to be found at the path toy_biplane/propeller/pCube20.
TOP/renderTOP/example10	240115	TOP	renderTOP	TOP/renderTOP	Render	10	omnidirectional stereo	2220	35	As with conventional stereo rendering, you will need two cameras.  The main difference between conventional stereo and omnidirectional stereo (ODS) in terms of setup is that both cameras have the same transform (i.e., no offsetting in the x direction).The interpupillary distance (IPD) must be set in both cameras (View/IPDShift), negative in the left eye camera, and positive in the right.  A typical value is 63 mm.
TOP/renderpassTOP/example1	170101	TOP	renderpassTOP	TOP/renderpassTOP	Render Pass	1	render pass	50	50	The Render Pass TOP can be used to render additional geometry into the same buffer. You can optionally turn on clearing the depth or color buffers depending on if you want to add more geometry to the existing scene taking depth into account, render the geometry ontop of the existing scene as an overlay, or simply rendering a new scene and clearing the old scene.
TOP/renderselectTOP/example1	211212	TOP	renderselectTOP	TOP/renderselectTOP	Render Select	1	cameras from Render TOP	60	40	The Render TOP is able to render multiple cameras (more quickly than separately) in a single node.You specify multiple cameras in one Camera parameter of the Render TOP, and use the Render Select TOP to pull out those camera results.
TOP/renderselectTOP/example2	211212	TOP	renderselectTOP	TOP/renderselectTOP	Render Select	2	color buffers from GLSL TOP	290	40	The Render Select TOP can pull data from either a Render TOP, GLSL TOP or a CPlusPlus TOP.In this example the GLSL TOP outputs RGB to three different color buffers. The Render Select TOP is used to pull the second and third color buffer.
TOP/rendersimpleTOP/example1	250901	TOP	rendersimpleTOP	TOP/rendersimpleTOP	Render Simple	1	render simple setup	50	50	
TOP/reorderTOP/example1	170101	TOP	reorderTOP	TOP/reorderTOP	Reorder	1	channels	50	50	This is a simple example of how to assign incoming RGBA channels to outgoing RGBA channels.In the example, the output Red channel is the 2nd input's Red channel, the output Green channel is the 3rd input's Green channel, the output Blue channel is the 1st input's Blue channel, and the alpha is the 4th input's alpha.The Math TOP multiplies RGB by alpha to conform to the TouchDesigner image standard of "pre-multiplied by alpha", where red, green and blue are always less than alpha.
TOP/reorderTOP/example2	170101	TOP	reorderTOP	TOP/reorderTOP	Reorder	2	mattes	300	50	Reorder is helpful for creating alpha masks by using the input's alpha channel as all the output channels.
TOP/reorderTOP/example3	180218	TOP	reorderTOP	TOP/reorderTOP	Reorder	3	pull channels	550	45	Reorder can pull individual channels.In the first case it preserves the red channel, and sets the green and blue channels to 0. It also sets the alpha to 1 making the resulting image opaque.In the second case it also converts the image to one-channel versus the ususal 4-channel RGBA. This is done on any TOP's Common page in the Pixel Format menu, The third case shows that the first channel is used for the mono channel: Green is pulled into the first channel and the image converted to mono,
TOP/reorderTOP/example4	210102	TOP	reorderTOP	TOP/reorderTOP	Reorder	4	fix illegal alpha	840	45	This puts into the alpha channel the maximum value for R G or B. Therefore all pixels have legal values for compositing with transparency because images must be pre-multiplied by alpha, and thus the value in any of the R G or B channels must not exceed what is in alpha.The is similar to what the Screen mode in the Composite TOP does... blend in the brighter pixels.Un-bypass the Level TOP and the alpha is increased, still legal, toward being fully opaque using the Low A parameter.Below, reorder_illegalAlpha has been created with some pixels containing illegal alpha values. Reorder_fixIllegalAlpha repairs that in one step by putting the max value of RGB and A into the new alpha channel.
TOP/reorderTOP/example5	250501	TOP	reorderTOP	TOP/reorderTOP	Reorder	5	fill alpha with black	1100	45	Fill background with black by putting One in the Alpha channel of the Reorder TOP.  But there are at least eight other ways to do it!
TOP/resolutionTOP/example1	170101	TOP	resolutionTOP	TOP/resolutionTOP	Resolution	1	resolution	50	50	This example brings the resolution down to 1/4 of it's original value. 
TOP/resolutionTOP/example2	170101	TOP	resolutionTOP	TOP/resolutionTOP	Resolution	2	input	300	50	You can use the Resolution TOP to change the input smoothness settings.
TOP/resolutionTOP/example3	170101	TOP	resolutionTOP	TOP/resolutionTOP	Resolution	3	viewer smoothness	550	50	The two images are the same.It is only the viewers that are set differently. The second TOP has its Viewer Smoothness set to Mip Map, which makes images look better when you zoom back from them.The Viewer Smoothness parameter is on all TOPs.
TOP/rgbkeyTOP/example1	190901	TOP	rgbkeyTOP	TOP/rgbkeyTOP	RGB Key	1	alpha where RGB in range	30	35	The RGB Key TOP "pulls a key" from the image using the Red, Green, and Blue channel settings. If a pixel value is between the Min and Max parameters for all three settings, then its alpha is set to 1.The first three examples are each set to a different color. for rgbkey1, red has to be above .5, green below .1, and blue below .1.You can also use this operator to hide certain colors. See rgbkey3_invert, it has exactly the same Red, Green, and Blue settings as rgbkey3, but it has its alpha inverted using Invert New Alpha.See also the Chroma Key TOP and in the Palette, the Chromakey component.Idzard Kwadijkkwadijk@idzard.com 
TOP/rgbtohsvTOP/example1	170101	TOP	rgbtohsvTOP	TOP/rgbtohsvTOP	RGB to HSV	1	rgb to hsv to rgb	50	50	rgbhsv TOP converts pixels so that the hue is in  the red channel, the saturation is in the green channel, and the value (brightness) is in  the blue channel.After converting to hsv,level_increase_saturation  alters the g (saturation) channel via the Gamma parameter, where 0 saturation and 1 saturation remain unchanged, but all other values are cranked  up toward 1. After converting to hsv, level_push_color alters r (hue) channel so the values are in a smaller range (.1 to .2). After converting to hsv level_quantize_hue_and_value quantizes hue and saturation by using the Step parameters. The Channel Mask parameter on  the Common page quantizes in .25 steps the  red (hue) and blue (brightness) channels.The last two examples show blurring of hue and saturation by masking blue or red channels.Note: All the above get converted from hsv to rgb.
